               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,             0.01335,            0.016632,            0.000503,             0.89795,                 0.5,             0.53116,             0.39453,            0.026904,           0.0079246,           0.0022546,            0.004885,            0.004885,            0.004885
                 157,            0.013874,            0.016583,          0.00066752,             0.90571,                 0.5,             0.50965,             0.41009,            0.026431,           0.0077162,           0.0014766,            0.004852,            0.004852,            0.004852
                 158,            0.013767,            0.017127,          0.00060807,             0.90604,                 0.5,             0.48878,             0.42111,             0.02557,            0.007689,           0.0020508,            0.004819,            0.004819,            0.004819
                 159,              0.0133,            0.015851,           0.0014515,             0.90535,                 0.5,             0.51831,             0.41954,            0.027186,           0.0080261,           0.0015512,            0.004786,            0.004786,            0.004786
                 160,            0.013425,            0.016466,          0.00051429,              0.5815,              0.5625,             0.51909,             0.41999,            0.026451,           0.0079927,           0.0023974,            0.004753,            0.004753,            0.004753
                 161,            0.013269,            0.016625,          0.00057291,             0.92053,                 0.5,             0.46498,             0.40296,            0.024541,           0.0077715,           0.0035378,             0.00472,             0.00472,             0.00472
                 162,            0.013104,            0.015737,          0.00068789,             0.91122,                 0.5,             0.47553,             0.41283,            0.025352,           0.0079851,           0.0036574,            0.004687,            0.004687,            0.004687
                 163,            0.013267,            0.016878,          0.00060993,             0.89846,             0.61944,             0.62522,             0.45411,            0.023434,           0.0076208,            0.004024,            0.004654,            0.004654,            0.004654
                 164,            0.012248,            0.016178,          0.00060322,             0.90483,             0.61515,             0.61768,             0.45088,            0.023986,           0.0078039,           0.0047182,            0.004621,            0.004621,            0.004621
                 165,            0.013449,            0.015141,          0.00043029,             0.90564,                 0.5,             0.59244,              0.4417,             0.02493,           0.0081367,           0.0043423,            0.004588,            0.004588,            0.004588
                 166,            0.013554,            0.017254,          0.00058657,             0.40249,                 0.5,             0.47977,             0.40421,            0.024046,           0.0084801,           0.0035033,            0.004555,            0.004555,            0.004555
                 167,            0.012942,            0.016103,           0.0005252,             0.60081,             0.55078,              0.4998,             0.41283,             0.02532,            0.008193,           0.0031604,            0.004522,            0.004522,            0.004522
                 168,            0.012599,            0.016794,          0.00050556,              0.8972,                 0.5,             0.55393,              0.4372,            0.024535,           0.0077496,            0.003255,            0.004489,            0.004489,            0.004489
                 169,            0.013419,            0.016098,          0.00069589,             0.89798,                 0.5,             0.56196,             0.45945,            0.023569,           0.0080748,           0.0026479,            0.004456,            0.004456,            0.004456
                 170,            0.012652,            0.016316,           0.0004724,              0.6552,             0.56479,             0.55009,             0.41832,            0.026422,           0.0079112,           0.0025672,            0.004423,            0.004423,            0.004423
                 171,            0.013414,            0.015895,           0.0011959,             0.65031,               0.625,             0.58231,             0.44513,            0.025602,           0.0080976,           0.0026584,             0.00439,             0.00439,             0.00439
                 172,            0.013491,            0.015738,          0.00068419,             0.65245,               0.625,             0.54032,             0.42148,            0.027711,           0.0081267,            0.001711,            0.004357,            0.004357,            0.004357
                 173,            0.012229,            0.015847,          0.00054036,             0.77872,              0.5625,             0.54929,             0.40131,            0.027667,           0.0081663,           0.0010914,            0.004324,            0.004324,            0.004324
                 174,            0.012545,            0.016444,           0.0011747,             0.61935,              0.5625,             0.49965,             0.40878,            0.025898,           0.0082369,           0.0019454,            0.004291,            0.004291,            0.004291
                 175,            0.013325,            0.015567,          0.00063705,             0.91074,                 0.5,             0.45889,              0.3887,            0.024203,            0.008563,           0.0030189,            0.004258,            0.004258,            0.004258
                 176,            0.013194,            0.016395,          0.00044616,             0.40074,                 0.5,             0.47896,              0.4066,            0.025133,           0.0084896,           0.0029417,            0.004225,            0.004225,            0.004225
                 177,            0.013341,            0.016388,          0.00046928,             0.40488,                 0.5,              0.4743,             0.39973,            0.027435,            0.008183,           0.0038763,            0.004192,            0.004192,            0.004192
                 178,            0.012471,            0.016435,          0.00055553,             0.90524,                 0.5,             0.45482,              0.3908,            0.026098,            0.008029,            0.004629,            0.004159,            0.004159,            0.004159
                 179,            0.012089,            0.016113,          0.00076289,             0.90552,                 0.5,             0.51712,             0.40929,            0.026624,           0.0086699,            0.004851,            0.004126,            0.004126,            0.004126
                 180,            0.011782,            0.015669,          0.00041702,             0.66492,             0.56951,             0.58659,             0.42201,            0.026496,           0.0085282,           0.0041846,            0.004093,            0.004093,            0.004093
                 181,            0.012265,            0.015775,          0.00040778,             0.68113,               0.625,             0.62231,              0.4347,            0.025509,           0.0083923,            0.005321,             0.00406,             0.00406,             0.00406
                 182,            0.012644,            0.015732,          0.00044429,             0.59152,               0.625,             0.59336,              0.4133,            0.026562,           0.0083609,           0.0040773,            0.004027,            0.004027,            0.004027
                 183,            0.012945,            0.016063,          0.00047536,             0.45785,              0.5625,             0.46855,             0.39449,            0.027879,           0.0082874,           0.0035129,            0.003994,            0.003994,            0.003994
                 184,            0.012522,            0.015384,          0.00062168,             0.45491,              0.5625,             0.47887,             0.40946,             0.02696,           0.0080481,           0.0014562,            0.003961,            0.003961,            0.003961
                 185,            0.012263,             0.01646,          0.00044359,             0.49074,              0.5625,             0.51843,             0.40666,            0.028112,           0.0082884,          0.00047293,            0.003928,            0.003928,            0.003928
                 186,            0.012856,            0.016515,          0.00057169,             0.68679,              0.5625,             0.52195,             0.41906,            0.026414,           0.0080318,          0.00046806,            0.003895,            0.003895,            0.003895
                 187,            0.011858,            0.015586,          0.00041361,             0.48971,             0.53205,             0.49376,             0.40793,            0.026129,           0.0083895,           0.0017263,            0.003862,            0.003862,            0.003862
                 188,            0.012944,            0.016243,          0.00057165,             0.40596,                 0.5,             0.47209,             0.40468,             0.02584,           0.0083323,           0.0019186,            0.003829,            0.003829,            0.003829
                 189,            0.011866,            0.015676,          0.00051518,              0.9128,                 0.5,             0.45467,             0.39011,            0.025047,           0.0080824,            0.001851,            0.003796,            0.003796,            0.003796
                 190,            0.012414,            0.015691,          0.00037349,             0.39726,                 0.5,             0.46916,             0.39852,            0.025705,           0.0082407,           0.0011995,            0.003763,            0.003763,            0.003763
                 191,            0.011975,            0.015186,          0.00032999,             0.39717,                 0.5,             0.48432,             0.40808,            0.026274,           0.0079584,           0.0015097,             0.00373,             0.00373,             0.00373
                 192,            0.012167,            0.015661,          0.00040521,             0.45858,              0.5625,             0.49336,             0.40957,            0.027256,           0.0078182,           0.0014424,            0.003697,            0.003697,            0.003697
                 193,            0.011664,            0.015599,          0.00068236,             0.40471,                 0.5,             0.48756,             0.39048,            0.027088,           0.0084519,           0.0027215,            0.003664,            0.003664,            0.003664
                 194,            0.011483,            0.015731,          0.00054673,             0.54247,             0.56179,             0.49858,             0.40025,            0.027396,           0.0081444,           0.0036949,            0.003631,            0.003631,            0.003631
                 195,             0.01221,            0.014836,           0.0008551,             0.52056,              0.5625,              0.5427,             0.40811,            0.028605,           0.0079026,           0.0034451,            0.003598,            0.003598,            0.003598
                 196,            0.012634,            0.015564,          0.00054953,             0.55313,               0.625,             0.55191,              0.4128,             0.02757,            0.008317,           0.0020045,            0.003565,            0.003565,            0.003565
                 197,            0.011928,            0.015376,          0.00057044,             0.67063,              0.5625,             0.61244,              0.4318,            0.025355,           0.0084639,           0.0023884,            0.003532,            0.003532,            0.003532
                 198,            0.012008,            0.016429,          0.00037381,             0.89776,                 0.5,             0.55862,             0.40386,            0.025113,           0.0087004,           0.0026848,            0.003499,            0.003499,            0.003499
                 199,            0.011462,            0.016549,          0.00044117,             0.70378,               0.625,             0.56254,             0.41709,             0.02605,           0.0083103,           0.0024267,            0.003466,            0.003466,            0.003466
                 200,            0.012108,            0.016204,          0.00038715,             0.55545,              0.5625,             0.54145,             0.43077,            0.026755,           0.0082855,           0.0016172,            0.003433,            0.003433,            0.003433
                 201,            0.011373,            0.015284,           0.0003475,             0.54415,              0.5625,              0.5612,             0.43078,            0.027627,           0.0079851,           0.0012501,              0.0034,              0.0034,              0.0034
                 202,            0.011593,            0.015578,          0.00056828,             0.60991,               0.625,             0.58952,             0.43217,            0.026908,           0.0079608,           0.0010027,            0.003367,            0.003367,            0.003367
                 203,            0.011973,            0.015676,          0.00039809,             0.56375,              0.5625,             0.54617,             0.43356,            0.026943,           0.0078187,          0.00038333,            0.003334,            0.003334,            0.003334
                 204,            0.011293,            0.015391,          0.00036035,             0.40472,                 0.5,             0.46916,             0.39537,            0.027055,           0.0085335,          0.00035605,            0.003301,            0.003301,            0.003301
                 205,            0.011522,            0.015145,          0.00030883,             0.40484,                 0.5,             0.46082,             0.39843,            0.025289,           0.0083389,          0.00079875,            0.003268,            0.003268,            0.003268
                 206,            0.011845,            0.015049,          0.00036581,             0.40612,                 0.5,             0.46648,             0.40147,            0.025392,           0.0081911,          0.00088997,            0.003235,            0.003235,            0.003235
                 207,            0.011515,            0.015489,          0.00030698,             0.92138,             0.49371,             0.47516,             0.40307,               0.025,           0.0081062,          0.00083613,            0.003202,            0.003202,            0.003202
                 208,            0.011564,            0.015954,          0.00033504,             0.91137,                 0.5,             0.47127,             0.38535,            0.026321,           0.0080633,          0.00090089,            0.003169,            0.003169,            0.003169
                 209,            0.012076,            0.016179,          0.00051029,             0.40634,                 0.5,              0.4667,              0.3857,            0.025724,           0.0082083,          0.00096445,            0.003136,            0.003136,            0.003136
                 210,            0.011641,            0.015091,          0.00051624,             0.93135,                 0.5,             0.47984,             0.41609,            0.021734,           0.0084448,           0.0026575,            0.003103,            0.003103,            0.003103
                 211,            0.012084,            0.016687,          0.00029281,             0.91162,                 0.5,             0.48453,             0.42474,             0.02123,           0.0082788,           0.0059658,             0.00307,             0.00307,             0.00307
                 212,             0.01096,            0.015246,          0.00034359,             0.91273,             0.49787,             0.48861,              0.4268,            0.021644,           0.0082569,           0.0062074,            0.003037,            0.003037,            0.003037
                 213,            0.011877,            0.016024,          0.00046542,             0.40212,                 0.5,             0.47036,             0.40329,            0.023237,           0.0080938,           0.0021914,            0.003004,            0.003004,            0.003004
                 214,            0.011469,            0.015636,          0.00040818,             0.41142,                 0.5,             0.46917,             0.39271,            0.026419,           0.0085487,           0.0013779,            0.002971,            0.002971,            0.002971
                 215,            0.011602,            0.014745,          0.00032127,             0.40745,                 0.5,             0.48319,             0.40974,            0.024243,           0.0083656,           0.0022307,            0.002938,            0.002938,            0.002938
                 216,            0.011019,            0.016022,           0.0003872,             0.40548,                 0.5,             0.47907,             0.41012,            0.022801,           0.0081997,           0.0028187,            0.002905,            0.002905,            0.002905
                 217,             0.01094,            0.015342,          0.00029648,             0.40615,                 0.5,             0.47025,             0.41093,            0.021569,           0.0083523,           0.0018411,            0.002872,            0.002872,            0.002872
                 218,            0.011661,            0.015537,          0.00030166,             0.92155,                 0.5,             0.47767,             0.41579,            0.022005,           0.0077171,           0.0012152,            0.002839,            0.002839,            0.002839
                 219,            0.011333,            0.015448,          0.00028077,             0.40642,                 0.5,             0.47957,             0.41249,            0.023059,           0.0079079,           0.0017608,            0.002806,            0.002806,            0.002806
                 220,            0.010637,            0.014834,          0.00031511,             0.40641,                 0.5,             0.48801,             0.41029,            0.025137,           0.0081081,           0.0021791,            0.002773,            0.002773,            0.002773
                 221,            0.011771,            0.014626,          0.00025999,             0.41287,             0.49881,             0.46089,              0.3815,            0.024905,           0.0084429,            0.002393,             0.00274,             0.00274,             0.00274
                 222,            0.010524,             0.01461,          0.00031987,             0.41002,                 0.5,             0.47263,             0.38276,            0.023823,           0.0086136,           0.0021042,            0.002707,            0.002707,            0.002707
                 223,            0.010509,            0.015299,           0.0004069,             0.90704,                 0.5,             0.46311,             0.39148,            0.022762,            0.008173,           0.0015645,            0.002674,            0.002674,            0.002674
                 224,            0.010755,            0.014245,          0.00030669,             0.90579,                 0.5,             0.48059,             0.40919,            0.022728,           0.0080137,            0.001482,            0.002641,            0.002641,            0.002641
                 225,            0.011096,            0.015437,          0.00027289,             0.90548,                 0.5,             0.48363,             0.40898,            0.024802,           0.0078411,           0.0014332,            0.002608,            0.002608,            0.002608
                 226,            0.010751,            0.014954,          0.00047029,             0.90552,                 0.5,              0.4974,             0.39926,            0.025704,           0.0078659,           0.0013324,            0.002575,            0.002575,            0.002575
                 227,             0.01092,            0.015071,          0.00024367,             0.64286,              0.5625,             0.50506,             0.41229,            0.024686,           0.0079546,            0.001707,            0.002542,            0.002542,            0.002542
                 228,            0.010428,            0.014959,          0.00024969,              0.9058,                 0.5,              0.5494,              0.4237,            0.024462,           0.0082283,           0.0024119,            0.002509,            0.002509,            0.002509
                 229,            0.010409,             0.01529,          0.00026935,               0.414,                 0.5,             0.50845,              0.4105,            0.025341,           0.0081959,           0.0019116,            0.002476,            0.002476,            0.002476
                 230,            0.010128,            0.014897,          0.00023701,             0.40111,                 0.5,              0.5214,             0.42315,            0.025358,            0.007782,           0.0018605,            0.002443,            0.002443,            0.002443
                 231,            0.010457,            0.014659,          0.00022331,             0.40551,                 0.5,             0.51468,             0.41283,             0.02632,           0.0081425,           0.0018569,             0.00241,             0.00241,             0.00241
                 232,            0.011298,            0.015601,           0.0005093,               0.406,                 0.5,             0.51034,             0.41669,            0.026603,           0.0078011,           0.0020716,            0.002377,            0.002377,            0.002377
                 233,            0.010133,            0.014199,          0.00053314,             0.42708,              0.5284,             0.48786,             0.40253,            0.027515,           0.0081177,           0.0030755,            0.002344,            0.002344,            0.002344
                 234,            0.010446,            0.014628,          0.00053251,             0.44552,              0.5625,             0.48727,             0.41224,             0.02559,           0.0080538,           0.0033734,            0.002311,            0.002311,            0.002311
                 235,            0.010453,            0.015029,          0.00034537,             0.43714,              0.5625,             0.48477,             0.41581,            0.024626,           0.0082607,           0.0030991,            0.002278,            0.002278,            0.002278
                 236,             0.01086,            0.015127,           0.0004387,             0.44244,              0.5625,             0.48725,             0.40947,            0.024593,           0.0085039,           0.0019509,            0.002245,            0.002245,            0.002245
                 237,            0.010457,            0.014645,           0.0002279,             0.39871,                 0.5,             0.48785,             0.41115,            0.025199,           0.0083027,           0.0015358,            0.002212,            0.002212,            0.002212
                 238,            0.010957,            0.015848,          0.00021949,             0.40096,                 0.5,              0.4701,             0.39825,            0.026236,           0.0079956,           0.0022615,            0.002179,            0.002179,            0.002179
                 239,            0.010094,            0.014921,          0.00025283,             0.40578,                 0.5,             0.46139,             0.40193,            0.026965,           0.0082455,           0.0017314,            0.002146,            0.002146,            0.002146
                 240,            0.010536,            0.015164,          0.00024485,             0.40545,                 0.5,             0.47591,             0.39383,            0.025241,           0.0085449,           0.0017656,            0.002113,            0.002113,            0.002113
                 241,           0.0095896,            0.014609,          0.00023185,             0.40564,                 0.5,             0.45229,              0.3806,            0.024787,           0.0082674,           0.0022166,             0.00208,             0.00208,             0.00208
                 242,            0.010055,            0.014987,          0.00034857,              0.4046,                 0.5,             0.46759,             0.39214,            0.024953,           0.0083256,           0.0032177,            0.002047,            0.002047,            0.002047
                 243,            0.010108,            0.015116,          0.00033601,             0.40547,                 0.5,             0.47176,             0.39535,            0.024883,           0.0081511,           0.0023589,            0.002014,            0.002014,            0.002014
                 244,             0.01039,            0.014386,          0.00021502,              0.4055,                 0.5,             0.47842,             0.41443,            0.024528,            0.007946,           0.0015862,            0.001981,            0.001981,            0.001981
                 245,           0.0095856,            0.014583,           0.0001883,             0.40544,                 0.5,             0.50105,             0.42168,            0.024175,           0.0081139,           0.0022008,            0.001948,            0.001948,            0.001948
                 246,            0.009977,            0.014458,          0.00041381,             0.40493,                 0.5,              0.4948,             0.41426,            0.025603,           0.0081382,           0.0014869,            0.001915,            0.001915,            0.001915
                 247,            0.010196,            0.014174,          0.00027442,             0.40398,             0.49824,             0.46792,             0.38846,            0.026032,            0.008626,           0.0010041,            0.001882,            0.001882,            0.001882
                 248,            0.010035,            0.014472,          0.00023791,             0.40524,                 0.5,             0.48764,             0.41572,            0.024467,             0.00805,           0.0020209,            0.001849,            0.001849,            0.001849
                 249,             0.01033,            0.013887,          0.00028209,             0.40535,                 0.5,             0.49357,             0.41894,            0.025907,           0.0080261,           0.0023936,            0.001816,            0.001816,            0.001816
                 250,            0.010049,            0.013964,          0.00027278,             0.40544,                 0.5,             0.47277,             0.39921,             0.02631,           0.0083742,           0.0015607,            0.001783,            0.001783,            0.001783
                 251,           0.0098073,            0.013969,          0.00033754,             0.40554,                 0.5,             0.48756,             0.40861,            0.026097,           0.0084209,           0.0020259,             0.00175,             0.00175,             0.00175
                 252,           0.0098193,            0.014528,          0.00024169,              0.4047,                 0.5,             0.47363,             0.40039,             0.02569,           0.0086508,           0.0021822,            0.001717,            0.001717,            0.001717
                 253,           0.0097185,            0.014315,          0.00023124,             0.40436,                 0.5,             0.48659,              0.4129,            0.025653,           0.0083427,           0.0022763,            0.001684,            0.001684,            0.001684
                 254,           0.0098958,            0.014555,          0.00031852,             0.46033,              0.5625,             0.48513,              0.4149,            0.026045,           0.0082407,           0.0030596,            0.001651,            0.001651,            0.001651
                 255,            0.010011,            0.015147,          0.00021567,             0.45302,              0.5625,             0.48401,             0.40897,            0.025983,           0.0082474,           0.0030123,            0.001618,            0.001618,            0.001618
                 256,            0.010133,            0.014224,          0.00039088,              0.4056,                 0.5,             0.49092,              0.4162,            0.025493,           0.0084047,           0.0022977,            0.001585,            0.001585,            0.001585
                 257,           0.0095104,            0.014278,          0.00020898,             0.40634,                 0.5,             0.47068,              0.4022,            0.025376,           0.0082464,           0.0023497,            0.001552,            0.001552,            0.001552
                 258,           0.0093894,            0.014206,          0.00016126,             0.40852,                 0.5,             0.46565,             0.38934,            0.025118,           0.0085459,           0.0027046,            0.001519,            0.001519,            0.001519
                 259,           0.0095678,            0.013923,           0.0002122,             0.40558,                 0.5,             0.46638,             0.38671,            0.024593,           0.0084476,           0.0036037,            0.001486,            0.001486,            0.001486
                 260,           0.0094933,            0.014495,          0.00022213,             0.40577,                 0.5,             0.47152,             0.39353,            0.024226,           0.0085154,           0.0034747,            0.001453,            0.001453,            0.001453
                 261,             0.00949,            0.014308,          0.00019337,             0.40607,                 0.5,              0.4712,             0.40186,              0.0247,           0.0084896,           0.0028146,             0.00142,             0.00142,             0.00142
                 262,           0.0089685,            0.014089,          0.00026297,              0.4061,                 0.5,             0.47662,             0.40892,            0.025559,           0.0081778,           0.0023085,            0.001387,            0.001387,            0.001387
                 263,           0.0097704,            0.013911,           0.0002026,             0.40682,                 0.5,             0.46832,             0.40285,            0.025364,           0.0083075,           0.0023694,            0.001354,            0.001354,            0.001354
