                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                0.82276,                0.76094,                 1.4088,                  0.909,                0.47313,                0.43371,                 0.3278,                 1.0089,                 1.2202,                 1.7527,              0.0012434,              0.0012434,              0.0012434
                     79,                0.81082,                 0.7493,                 1.4103,                0.91144,                    0.5,                0.43019,                0.34768,                0.87406,                0.92498,                 1.5628,              0.0012379,              0.0012379,              0.0012379
                     80,                 0.8054,                0.76402,                 1.3975,                0.90997,                    0.5,                0.42116,                0.28705,                 1.3228,                 1.3066,                 2.1115,              0.0012324,              0.0012324,              0.0012324
                     81,                0.79575,                0.77298,                 1.3954,                0.91271,                0.49775,                0.44267,                0.31604,                 1.1683,                 1.1668,                 1.9907,              0.0012269,              0.0012269,              0.0012269
                     82,                0.85054,                0.79365,                 1.4238,                  0.902,                0.47368,                 0.4674,                0.38433,                 0.9519,                 1.1356,                 1.6282,              0.0012214,              0.0012214,              0.0012214
                     83,                0.77163,                 0.7331,                   1.38,                0.89659,                0.45423,                0.42732,                0.30919,                 1.1222,                  1.154,                 1.8785,              0.0012159,              0.0012159,              0.0012159
                     84,                0.78857,                0.76118,                 1.3738,                0.90897,                    0.5,                0.43224,                0.33597,                 1.0223,                 1.0356,                 1.7142,              0.0012104,              0.0012104,              0.0012104
                     85,                0.77434,                0.74582,                 1.3763,                0.90789,                0.46619,                 0.4308,                0.32338,                0.97106,                 1.1624,                 1.6951,              0.0012049,              0.0012049,              0.0012049
                     86,                0.81429,                0.74037,                 1.4233,                 0.9004,                    0.5,                0.44788,                0.36322,                0.89691,                 1.0783,                  1.582,              0.0011994,              0.0011994,              0.0011994
                     87,                0.76432,                0.73086,                 1.3715,                 0.8921,                0.47819,                0.43064,                0.31833,                 1.0234,                 1.1005,                 1.6833,              0.0011939,              0.0011939,              0.0011939
                     88,                 0.7446,                0.72252,                 1.3658,                0.89896,                0.43421,                0.44179,                0.31467,                 1.1564,                  1.386,                 1.8375,              0.0011884,              0.0011884,              0.0011884
                     89,                0.75464,                0.75014,                 1.3775,                0.91138,                    0.5,                0.43892,                0.35753,                0.96312,                 1.2134,                 1.5702,              0.0011829,              0.0011829,              0.0011829
                     90,                0.73985,                0.73262,                 1.3643,                 0.8989,                0.44737,                0.44656,                0.34498,                  1.011,                  1.183,                 1.6295,              0.0011774,              0.0011774,              0.0011774
                     91,                0.73396,                0.68817,                 1.3583,                0.90235,                    0.5,                0.44141,                0.35432,                0.90536,                 1.1004,                 1.5579,              0.0011719,              0.0011719,              0.0011719
                     92,                 0.7296,                0.72312,                 1.3542,                0.87909,                    0.5,                0.44981,                0.36626,                 0.8916,                 0.9932,                 1.5028,              0.0011664,              0.0011664,              0.0011664
                     93,                0.73576,                0.72199,                 1.3699,                0.91124,                    0.5,                0.43971,                0.34715,                0.92859,                 1.0259,                 1.5155,              0.0011609,              0.0011609,              0.0011609
                     94,                0.76664,                0.72651,                 1.3733,                0.93044,                    0.5,                0.44775,                0.36796,                 0.8409,                0.92691,                 1.4212,              0.0011554,              0.0011554,              0.0011554
                     95,                0.76609,                0.71747,                 1.3813,                0.91694,                    0.5,                0.45481,                0.36593,                0.95023,                 1.0187,                 1.5026,              0.0011499,              0.0011499,              0.0011499
                     96,                0.73742,                0.71879,                 1.3485,                0.90078,                0.47368,                0.44766,                0.31462,                 1.1733,                 1.2642,                 1.9845,              0.0011444,              0.0011444,              0.0011444
                     97,                0.70195,                0.66286,                 1.3419,                0.90564,                0.44737,                0.43691,                0.35579,                 1.0139,                 1.2202,                 1.6776,              0.0011389,              0.0011389,              0.0011389
                     98,                0.73009,                0.71246,                 1.3499,                0.90808,                0.47368,                0.45388,                0.35282,                 1.1511,                 1.3868,                 1.8921,              0.0011334,              0.0011334,              0.0011334
                     99,                 0.7247,                0.70385,                 1.3409,                0.89545,                    0.5,                0.44625,                0.35678,                0.94765,                 1.0053,                 1.5942,              0.0011279,              0.0011279,              0.0011279
                    100,                0.74351,                0.72097,                  1.358,                0.89201,                0.47771,                0.42886,                0.33554,                0.95119,                 1.1157,                 1.5701,              0.0011224,              0.0011224,              0.0011224
                    101,                0.74442,                0.71953,                 1.3445,                0.90327,                    0.5,                0.43321,                0.35236,                0.96305,                 1.0878,                 1.6079,              0.0011169,              0.0011169,              0.0011169
                    102,                0.77103,                 0.7219,                 1.3629,                0.91165,                    0.5,                0.43038,                0.32747,                0.93959,                 1.1023,                 1.6188,              0.0011114,              0.0011114,              0.0011114
                    103,                0.72993,                0.68609,                  1.342,                0.91205,                    0.5,                0.44806,                0.34764,                0.98273,                0.99523,                  1.628,              0.0011059,              0.0011059,              0.0011059
                    104,                0.71019,                0.67716,                 1.3368,                0.90323,                 0.4935,                0.45015,                0.36299,                0.94459,                 1.0892,                  1.634,              0.0011004,              0.0011004,              0.0011004
                    105,                0.72252,                0.72723,                 1.3372,                0.91183,                    0.5,                0.43212,                0.31709,                0.90726,                 1.2191,                 1.6152,              0.0010949,              0.0010949,              0.0010949
                    106,                0.71419,                0.68717,                 1.3371,                0.90188,                0.48505,                0.42983,                0.31652,                 1.1914,                 1.3787,                 2.0074,              0.0010894,              0.0010894,              0.0010894
                    107,                 0.7258,                 0.7179,                 1.3523,                0.92035,                 0.4861,                0.43958,                 0.3601,                0.92795,                 1.0047,                 1.5658,              0.0010839,              0.0010839,              0.0010839
                    108,                 0.7495,                0.70722,                 1.3656,                0.88074,                0.42105,                0.40427,                0.29524,                 1.0934,                 1.1197,                 1.8403,              0.0010784,              0.0010784,              0.0010784
                    109,                0.75364,                0.70839,                 1.3734,                0.93058,                    0.5,                 0.4415,                0.36231,                0.83821,                 0.9018,                 1.4576,              0.0010729,              0.0010729,              0.0010729
                    110,                 0.7086,                0.67094,                 1.3315,                 0.9093,                0.47502,                0.41567,                0.26903,                 1.1686,                 1.0531,                 1.8871,              0.0010674,              0.0010674,              0.0010674
                    111,                0.71764,                0.68502,                 1.3276,                0.90849,                    0.5,                0.44727,                0.35407,                 1.0169,                 1.1209,                 1.6466,              0.0010619,              0.0010619,              0.0010619
                    112,                0.70837,                0.66899,                 1.3453,                0.92024,                    0.5,                0.45324,                0.38406,                0.84163,                 1.0431,                 1.4461,              0.0010564,              0.0010564,              0.0010564
                    113,                0.70475,                0.66624,                 1.3417,                 0.9219,                0.49763,                 0.4387,                0.36589,                0.88886,                 1.0819,                 1.4747,              0.0010509,              0.0010509,              0.0010509
                    114,                 0.7175,                0.69968,                 1.3232,                0.92091,                    0.5,                0.44911,                0.37093,                0.84414,                0.90942,                 1.4462,              0.0010454,              0.0010454,              0.0010454
                    115,                0.73345,                0.72658,                  1.348,                0.91526,                    0.5,                0.44861,                0.37536,                0.81397,                0.89827,                 1.4693,              0.0010399,              0.0010399,              0.0010399
                    116,                0.71226,                0.66308,                 1.3544,                0.87099,                0.48684,                0.44483,                0.35576,                0.91192,                 1.3137,                 1.5478,              0.0010344,              0.0010344,              0.0010344
                    117,                0.68839,                0.63572,                 1.3413,                0.90727,                0.46237,                0.41421,                0.28112,                 1.1003,                 1.3466,                 1.7171,              0.0010289,              0.0010289,              0.0010289
                    118,                0.71624,                  0.681,                 1.3491,                 0.9049,                    0.5,                0.45994,                0.31543,                 1.1759,                 1.1189,                 1.9377,              0.0010234,              0.0010234,              0.0010234
                    119,                0.68673,                0.63253,                 1.3182,                0.91297,                0.49948,                0.44687,                0.36383,                0.80371,                0.98441,                  1.441,              0.0010179,              0.0010179,              0.0010179
                    120,                0.66636,                0.65857,                 1.3079,                0.93148,                0.49723,                0.46208,                0.38329,                0.80906,                0.99401,                 1.4346,              0.0010124,              0.0010124,              0.0010124
                    121,                0.69736,                0.64467,                 1.3426,                0.90167,                    0.5,                0.43158,                0.35171,                0.86152,                 1.1602,                 1.4731,              0.0010069,              0.0010069,              0.0010069
                    122,                0.66046,                0.62807,                 1.3053,                0.90933,                    0.5,                0.45261,                0.36111,                0.94954,                 1.1271,                 1.6854,              0.0010014,              0.0010014,              0.0010014
                    123,                0.68352,                0.65065,                 1.3101,                0.91901,                    0.5,                0.44161,                0.35845,                0.84714,                 1.0757,                 1.4964,             0.00099587,             0.00099587,             0.00099587
                    124,                0.66648,                0.61098,                 1.3198,                0.88831,                0.48684,                0.41431,                0.28391,                  1.149,                 1.3676,                 1.9707,             0.00099036,             0.00099036,             0.00099036
                    125,                0.67977,                0.64776,                 1.3325,                0.91345,                    0.5,                 0.4416,                0.36826,                0.78986,                0.94497,                 1.4212,             0.00098486,             0.00098486,             0.00098486
                    126,                0.69982,                0.65417,                  1.335,                 0.9191,                    0.5,                0.45449,                0.38482,                0.84753,                  0.948,                  1.418,             0.00097936,             0.00097936,             0.00097936
                    127,                0.69665,                0.63372,                 1.3153,                0.91232,                    0.5,                0.45047,                0.37049,                0.92117,                0.97131,                 1.4828,             0.00097386,             0.00097386,             0.00097386
                    128,                0.69443,                0.65629,                 1.3313,                0.89588,                    0.5,                0.43432,                0.34681,                0.86364,                 1.1228,                 1.4651,             0.00096836,             0.00096836,             0.00096836
                    129,                0.66989,                0.66049,                 1.3095,                0.89029,                0.46818,                0.43538,                0.34668,                0.91603,                 1.3048,                 1.5022,             0.00096286,             0.00096286,             0.00096286
                    130,                0.69349,                0.65214,                 1.3337,                0.91847,                    0.5,                0.43235,                0.30727,                 1.1358,                 1.3137,                 1.8404,             0.00095736,             0.00095736,             0.00095736
                    131,                0.65467,                0.61644,                  1.298,                0.92053,                    0.5,                0.44329,                0.37261,                0.82277,                0.91472,                  1.402,             0.00095186,             0.00095186,             0.00095186
