               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,             0.01424,            0.017436,          0.00089441,              0.9043,                 0.5,             0.51101,             0.39431,            0.026411,           0.0085516,           0.0010861,            0.004984,            0.004984,            0.004984
                 154,            0.013705,            0.017672,          0.00071605,             0.89671,                 0.5,             0.55115,             0.39303,            0.030189,           0.0086136,          0.00094538,            0.004951,            0.004951,            0.004951
                 155,            0.014508,            0.017823,          0.00081951,             0.89808,                 0.5,             0.54874,             0.40844,            0.029694,           0.0082679,          0.00044098,            0.004918,            0.004918,            0.004918
                 156,            0.014325,            0.017641,          0.00052881,             0.89788,                 0.5,             0.57977,             0.44095,            0.030536,           0.0080538,          0.00032673,            0.004885,            0.004885,            0.004885
                 157,            0.015206,            0.018067,          0.00083666,             0.91176,                 0.5,             0.43524,             0.35278,            0.033137,           0.0089231,          0.00033069,            0.004852,            0.004852,            0.004852
                 158,            0.013941,            0.018321,          0.00074589,              0.9114,                 0.5,             0.47819,              0.4068,            0.030232,           0.0081358,           0.0006772,            0.004819,            0.004819,            0.004819
                 159,            0.014446,            0.016983,           0.0014664,             0.90439,                 0.5,             0.51772,             0.40892,             0.02968,           0.0081973,          0.00042429,            0.004786,            0.004786,            0.004786
                 160,            0.013928,            0.017854,          0.00064134,             0.90464,                 0.5,              0.5013,             0.41868,            0.028324,           0.0078883,          0.00034537,            0.004753,            0.004753,            0.004753
                 161,            0.013948,            0.018119,          0.00087556,              0.9053,                 0.5,             0.50182,             0.43683,            0.027055,           0.0081029,          0.00038967,             0.00472,             0.00472,             0.00472
                 162,             0.01367,            0.017164,          0.00078213,             0.95113,             0.48588,              0.4824,             0.41663,            0.028254,           0.0082746,          0.00036259,            0.004687,            0.004687,            0.004687
                 163,            0.013616,            0.017949,          0.00080325,             0.91817,                 0.5,             0.47428,             0.41292,            0.030824,              0.0081,          0.00031004,            0.004654,            0.004654,            0.004654
                 164,            0.013418,              0.0172,          0.00088347,             0.91296,                 0.5,             0.48707,             0.40925,            0.031058,           0.0082493,          0.00030347,            0.004621,            0.004621,            0.004621
                 165,            0.013749,            0.016262,          0.00057366,             0.90739,                 0.5,             0.47823,             0.40976,            0.029265,           0.0084977,          0.00033934,            0.004588,            0.004588,            0.004588
                 166,             0.01464,             0.01894,          0.00068958,              0.8975,                 0.5,             0.57102,             0.42015,            0.026822,           0.0084362,           0.0003931,            0.004555,            0.004555,            0.004555
                 167,            0.013448,            0.017484,          0.00073842,             0.89694,                 0.5,             0.52332,             0.40342,            0.027549,           0.0082932,          0.00096703,            0.004522,            0.004522,            0.004522
                 168,            0.013114,            0.018063,          0.00053319,             0.88758,                 0.5,             0.50112,             0.38725,            0.029266,           0.0084295,           0.0013026,            0.004489,            0.004489,            0.004489
                 169,            0.013874,            0.017323,          0.00071309,             0.94968,             0.47035,             0.47398,             0.40963,            0.028303,           0.0089259,          0.00074244,            0.004456,            0.004456,            0.004456
                 170,            0.013338,            0.017599,          0.00057441,             0.93695,             0.47368,             0.45925,             0.39174,            0.030738,            0.008852,           0.0011432,            0.004423,            0.004423,            0.004423
                 171,            0.014446,            0.017101,           0.0016744,             0.93509,             0.47368,             0.50619,             0.41786,            0.031462,           0.0081902,          0.00029416,             0.00439,             0.00439,             0.00439
                 172,            0.013476,            0.016982,          0.00055778,             0.90119,                 0.5,             0.49621,             0.40738,            0.032245,           0.0081825,          0.00033321,            0.004357,            0.004357,            0.004357
                 173,            0.013249,            0.017007,          0.00065072,              0.8971,                 0.5,             0.50988,             0.39749,            0.032242,           0.0079088,          0.00030622,            0.004324,            0.004324,            0.004324
                 174,            0.013522,            0.017443,           0.0011378,             0.84086,               0.625,             0.61456,              0.3998,            0.030469,           0.0082302,          0.00027709,            0.004291,            0.004291,            0.004291
                 175,            0.014154,            0.016856,          0.00059329,             0.89691,                 0.5,             0.50249,             0.39258,             0.03066,           0.0089035,          0.00023837,            0.004258,            0.004258,            0.004258
                 176,            0.013395,            0.017613,          0.00055948,             0.90315,                 0.5,              0.4652,             0.38566,            0.030323,           0.0097485,          0.00029044,            0.004225,            0.004225,            0.004225
                 177,            0.013948,            0.017789,          0.00048685,             0.76985,              0.5625,             0.56378,             0.42492,            0.028077,           0.0087399,          0.00069933,            0.004192,            0.004192,            0.004192
                 178,            0.013229,             0.01768,          0.00074102,             0.73294,              0.5625,              0.5868,             0.42568,            0.028227,           0.0088882,           0.0020178,            0.004159,            0.004159,            0.004159
                 179,            0.012865,            0.017087,          0.00081401,              0.9009,                 0.5,             0.53791,             0.42772,            0.027537,           0.0087509,           0.0015162,            0.004126,            0.004126,            0.004126
                 180,            0.013284,            0.017096,           0.0005322,             0.90387,                 0.5,             0.59494,             0.42261,            0.027628,           0.0092487,           0.0018435,            0.004093,            0.004093,            0.004093
                 181,             0.01276,            0.017044,           0.0005057,             0.40035,                 0.5,             0.47925,             0.40879,            0.029287,           0.0086031,            0.001286,             0.00406,             0.00406,             0.00406
                 182,            0.012931,            0.017142,          0.00056404,             0.59228,              0.5625,              0.5611,             0.43164,            0.027908,           0.0086517,          0.00054665,            0.004027,            0.004027,            0.004027
                 183,            0.013791,            0.017047,          0.00059829,             0.76311,              0.5625,             0.51448,             0.43073,            0.030377,           0.0086498,          0.00027752,            0.003994,            0.003994,            0.003994
                 184,            0.013374,            0.016639,          0.00055947,              0.8975,                 0.5,             0.51436,             0.44324,            0.029086,            0.008112,          0.00025535,            0.003961,            0.003961,            0.003961
                 185,             0.01364,            0.017843,          0.00044537,             0.82169,              0.5625,             0.49917,             0.41142,            0.031264,           0.0086317,          0.00027608,            0.003928,            0.003928,            0.003928
                 186,            0.013452,            0.017768,          0.00055051,             0.88959,              0.5625,              0.4967,             0.39561,            0.029621,            0.008707,          0.00026309,            0.003895,            0.003895,            0.003895
                 187,            0.013204,            0.016743,          0.00042222,             0.89105,                 0.5,             0.55763,             0.39001,            0.032067,           0.0087438,          0.00047665,            0.003862,            0.003862,            0.003862
                 188,            0.013554,            0.017592,          0.00060394,             0.70263,              0.5625,             0.58031,             0.39923,            0.032239,           0.0087509,          0.00040398,            0.003829,            0.003829,            0.003829
                 189,            0.012478,              0.0168,          0.00058618,             0.89759,                 0.5,             0.50397,              0.3895,            0.028779,           0.0085106,          0.00020947,            0.003796,            0.003796,            0.003796
                 190,             0.01365,            0.016847,          0.00046444,             0.89798,                 0.5,             0.59504,             0.43997,             0.02694,           0.0082769,           0.0002759,            0.003763,            0.003763,            0.003763
                 191,            0.012274,            0.016299,          0.00048783,             0.66825,              0.5625,             0.54653,             0.40483,            0.028615,           0.0081568,          0.00030394,             0.00373,             0.00373,             0.00373
                 192,            0.013058,            0.016739,          0.00051114,             0.40325,                 0.5,             0.50474,             0.40764,             0.02995,           0.0080795,          0.00027609,            0.003697,            0.003697,            0.003697
                 193,             0.01264,            0.016977,          0.00076353,             0.93867,             0.47061,             0.47397,             0.40222,            0.031811,           0.0085363,            0.000266,            0.003664,            0.003664,            0.003664
                 194,            0.012793,             0.01732,          0.00053799,             0.89999,                 0.5,             0.49301,             0.40436,            0.033518,            0.008378,          0.00022049,            0.003631,            0.003631,            0.003631
