                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                 0.7478,                0.68082,                 1.3704,                0.90072,                0.47806,                0.54642,                0.36098,                 1.3179,                 1.1139,                 1.9782,              0.0012379,              0.0012379,              0.0012379
                     80,                0.75192,                0.72061,                 1.3749,                0.59141,                  0.625,                0.55407,                0.38699,                0.96147,                0.96901,                 1.5315,              0.0012324,              0.0012324,              0.0012324
                     81,                0.74807,                0.71767,                 1.3671,                0.45738,                 0.5625,                0.48944,                0.34964,                0.96931,                 1.1422,                 1.5478,              0.0012269,              0.0012269,              0.0012269
                     82,                 0.7327,                0.67835,                 1.3593,                0.79071,                0.54934,                0.53518,                0.39222,                0.93178,                0.97272,                  1.516,              0.0012214,              0.0012214,              0.0012214
                     83,                0.71035,                0.66443,                 1.3398,                  0.878,                0.61046,                0.55606,                0.39252,                0.98101,                0.94357,                 1.6875,              0.0012159,              0.0012159,              0.0012159
                     84,                 0.7376,                0.69036,                 1.3473,                0.58259,                 0.5625,                0.52423,                0.39482,                0.92757,                0.93401,                 1.5104,              0.0012104,              0.0012104,              0.0012104
                     85,                 0.7318,                0.68019,                 1.3523,                0.41418,                 0.5625,                0.46124,                0.38258,                0.97172,                 0.9501,                 1.5151,              0.0012049,              0.0012049,              0.0012049
                     86,                0.73364,                0.66265,                 1.3817,                0.89682,                0.48684,                0.46472,                0.34446,                0.97632,                 1.0522,                 1.6259,              0.0011994,              0.0011994,              0.0011994
                     87,                0.72995,                 0.6656,                 1.3517,                0.57732,                 0.5625,                0.51113,                0.37941,                0.96024,                 1.0883,                 1.6467,              0.0011939,              0.0011939,              0.0011939
                     88,                0.68558,                0.65988,                  1.333,                0.85275,                0.39474,                0.42028,                0.30963,                 1.3054,                 1.3119,                 1.8526,              0.0011884,              0.0011884,              0.0011884
                     89,                0.74825,                0.70233,                 1.3747,                0.51639,                0.61184,                0.54963,                0.39134,                0.98701,                0.98289,                 1.6293,              0.0011829,              0.0011829,              0.0011829
                     90,                0.70472,                0.69178,                 1.3462,                0.68618,                0.54934,                0.52958,                0.36897,                 1.1672,                 1.0706,                 1.8941,              0.0011774,              0.0011774,              0.0011774
                     91,                0.72608,                0.62586,                 1.3539,                0.49281,                 0.5625,                0.54276,                 0.4045,                0.88166,                0.91933,                 1.4642,              0.0011719,              0.0011719,              0.0011719
                     92,                0.71504,                0.66214,                 1.3441,                0.49017,                  0.625,                0.52772,                0.37796,                 1.0037,                0.94962,                 1.5579,              0.0011664,              0.0011664,              0.0011664
                     93,                0.69605,                0.65245,                   1.35,                0.66261,                  0.625,                0.53164,                0.39192,                 1.0429,                 1.0032,                 1.7747,              0.0011609,              0.0011609,              0.0011609
                     94,                0.69003,                0.65317,                 1.3308,                0.68331,                  0.625,                0.53385,                0.39797,                0.98671,                0.96967,                 1.5667,              0.0011554,              0.0011554,              0.0011554
                     95,                0.72566,                0.66437,                 1.3631,                0.55994,                 0.6196,                0.56391,                 0.3873,                 1.0132,                0.98863,                 1.6402,              0.0011499,              0.0011499,              0.0011499
                     96,                0.68383,                0.64365,                 1.3211,                0.92152,                0.48684,                 0.4602,                0.37203,                 1.0257,                 1.1215,                 1.7217,              0.0011444,              0.0011444,              0.0011444
                     97,                0.67452,                0.61775,                 1.3238,                0.91083,                    0.5,                0.44994,                0.35915,                0.94071,                 1.0487,                 1.5445,              0.0011389,              0.0011389,              0.0011389
                     98,                0.70272,                0.64804,                 1.3285,                0.91063,                    0.5,                 0.4581,                0.37518,                0.89118,                 0.8584,                 1.5007,              0.0011334,              0.0011334,              0.0011334
                     99,                0.68459,                0.63003,                 1.3175,                0.40816,                0.53579,                0.47727,                0.37186,                0.97678,                0.88966,                 1.5345,              0.0011279,              0.0011279,              0.0011279
                    100,                0.68779,                0.63333,                 1.3366,                0.51898,                  0.625,                0.49254,                0.37036,                0.93383,                0.84324,                  1.525,              0.0011224,              0.0011224,              0.0011224
