                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     58,                0.84532,                0.75366,                 1.4196,                0.89543,                 0.4976,                 0.4262,                0.30587,                 1.1962,                 1.2424,                 1.2802,              0.0013534,              0.0013534,              0.0013534
                     59,                0.90077,                0.78792,                 1.4764,                0.54518,                  0.625,                0.56229,                0.39955,                 1.0296,                 1.0715,                 1.0996,              0.0013479,              0.0013479,              0.0013479
                     60,                0.83885,                0.79051,                 1.4217,                 0.4002,                0.57667,                0.43611,                 0.3091,                 1.1733,                 1.0795,                  1.291,              0.0013424,              0.0013424,              0.0013424
                     61,                0.90038,                0.78672,                 1.4565,                0.57472,                  0.625,                0.53317,                0.36074,                 1.0502,                 1.0231,                 1.1172,              0.0013369,              0.0013369,              0.0013369
                     62,                0.88392,                0.79582,                 1.4296,                0.89362,                0.48684,                0.41433,                0.32275,                 1.0826,                 1.1204,                 1.1792,              0.0013314,              0.0013314,              0.0013314
                     63,                0.88504,                0.79982,                 1.4235,                 0.8896,                    0.5,                0.42548,                 0.3387,                0.91633,                0.95178,                 1.0195,              0.0013259,              0.0013259,              0.0013259
                     64,                0.85066,                0.74573,                 1.4154,                0.89342,                    0.5,                0.48099,                0.32914,                 1.1393,                 1.0639,                 1.2181,              0.0013204,              0.0013204,              0.0013204
                     65,                0.83013,                0.74259,                 1.4011,                0.88708,                    0.5,                0.41644,                0.33473,                0.92059,                 1.0589,                  1.027,              0.0013149,              0.0013149,              0.0013149
                     66,                0.81809,                 0.7084,                 1.4536,                 0.5899,                  0.625,                0.56541,                0.36536,                 1.1358,                 1.0059,                  1.173,              0.0013094,              0.0013094,              0.0013094
                     67,                0.86481,                0.74113,                 1.4278,                0.74974,                0.54934,                0.51003,                0.35403,                 1.0232,                0.96842,                 1.0936,              0.0013039,              0.0013039,              0.0013039
                     68,                0.82445,                0.72689,                 1.4107,                0.57854,                 0.5625,                0.50295,                0.37976,                0.88893,                0.98625,                 1.0494,              0.0012984,              0.0012984,              0.0012984
                     69,                0.86066,                0.76242,                 1.4181,                0.89316,                    0.5,                0.45583,                0.33195,                 1.3121,                 1.2872,                 1.4119,              0.0012929,              0.0012929,              0.0012929
                     70,                0.84086,                0.76779,                 1.3916,                0.91207,                    0.5,                 0.4549,                0.35957,                0.92905,                0.92947,                 1.0074,              0.0012874,              0.0012874,              0.0012874
                     71,                0.78465,                0.69488,                 1.3801,                0.73991,                  0.625,                0.59386,                0.40068,                 1.0272,                0.94047,                 1.0615,              0.0012819,              0.0012819,              0.0012819
                     72,                0.83015,                0.73744,                 1.4166,                0.51097,                0.55756,                0.51521,                0.36589,                 1.0609,                  0.963,                 1.0506,              0.0012764,              0.0012764,              0.0012764
                     73,                0.83076,                0.74075,                 1.4021,                0.91018,                0.48684,                0.44839,                0.35694,                0.95319,                 1.0143,                 1.0632,              0.0012709,              0.0012709,              0.0012709
                     74,                0.80226,                0.74125,                 1.3731,                0.49925,                  0.625,                0.47654,                0.34834,                0.84758,                 1.0204,                0.98513,              0.0012654,              0.0012654,              0.0012654
                     75,                0.82595,                0.74263,                 1.4136,                0.90199,                    0.5,                0.43592,                0.34679,                0.92174,                0.99548,                  1.043,              0.0012599,              0.0012599,              0.0012599
                     76,                0.78489,                0.72253,                 1.3445,                0.91151,                    0.5,                0.46172,                0.37802,                 0.9202,                0.92168,                  1.005,              0.0012544,              0.0012544,              0.0012544
                     77,                0.78449,                0.71998,                 1.3784,                0.55992,                  0.625,                0.53137,                0.37006,                0.95265,                 0.8977,                 1.0488,              0.0012489,              0.0012489,              0.0012489
                     78,                 0.8263,                 0.7095,                 1.4149,                0.47813,                  0.625,                0.54159,                0.37429,                0.90767,                 1.0264,                0.98499,              0.0012434,              0.0012434,              0.0012434
                     79,                0.85836,                0.73754,                   1.42,                    0.9,                    0.5,                0.44802,                0.38053,                 0.8789,                0.95904,                 1.0201,              0.0012379,              0.0012379,              0.0012379
                     80,                 0.8239,                0.71194,                 1.3954,                0.91083,                    0.5,                0.46101,                0.33664,                 1.0205,                0.98826,                 1.0607,              0.0012324,              0.0012324,              0.0012324
                     81,                0.81725,                0.73968,                 1.3727,                0.55976,                  0.625,                0.50463,                0.39039,                0.90224,                0.86207,                 1.0138,              0.0012269,              0.0012269,              0.0012269
                     82,                0.80221,                0.70195,                 1.3749,                0.69084,                  0.625,                 0.5673,                0.38461,                0.94457,                 1.0091,                 1.0055,              0.0012214,              0.0012214,              0.0012214
                     83,                0.77196,                0.66696,                 1.3537,                0.78021,                  0.625,                0.56339,                0.38428,                0.89302,                0.87286,                 1.0008,              0.0012159,              0.0012159,              0.0012159
                     84,                0.80611,                0.69967,                 1.3701,                0.89424,                    0.5,                0.40754,                0.30244,                 1.0768,                 1.1791,                 1.1249,              0.0012104,              0.0012104,              0.0012104
                     85,                0.81449,                0.72497,                 1.3732,                0.89492,                    0.5,                0.43272,                0.32368,                 1.1378,                 1.1373,                 1.1603,              0.0012049,              0.0012049,              0.0012049
                     86,                0.78605,                0.67171,                 1.3811,                0.90297,                    0.5,                0.43522,                0.36346,                0.87842,                 0.9897,                0.97387,              0.0011994,              0.0011994,              0.0011994
                     87,                0.78463,                0.69139,                 1.3926,                0.92178,                0.49673,                0.47436,                0.39098,                0.92574,                0.89458,                 1.0197,              0.0011939,              0.0011939,              0.0011939
                     88,                0.73886,                0.68665,                 1.3381,                0.90424,                    0.5,                0.48252,                0.38993,                0.87764,                0.87501,                0.99677,              0.0011884,              0.0011884,              0.0011884
                     89,                0.76926,                0.70003,                 1.3709,                0.89733,                    0.5,                0.43087,                0.34828,                0.94841,                 1.0077,                 1.0917,              0.0011829,              0.0011829,              0.0011829
                     90,                0.74838,                0.69743,                 1.3605,                0.45798,                0.54792,                0.48533,                0.38976,                0.82512,                0.82732,                 0.9334,              0.0011774,              0.0011774,              0.0011774
                     91,                0.75644,                0.63674,                 1.3687,                0.90381,                    0.5,                 0.4818,                0.38378,                0.90952,                0.93088,                 1.0121,              0.0011719,              0.0011719,              0.0011719
                     92,                0.75149,                0.67044,                 1.3443,                0.90361,                    0.5,                0.49013,                0.39782,                0.81907,                0.86896,                  0.985,              0.0011664,              0.0011664,              0.0011664
                     93,                0.76223,                0.66329,                 1.3935,                0.50784,                 0.5625,                 0.5521,                0.43229,                0.83521,                 0.8974,                0.96116,              0.0011609,              0.0011609,              0.0011609
                     94,                 0.7611,                0.67835,                 1.3807,                0.90218,                    0.5,                0.44507,                0.35702,                 1.0752,                 1.2161,                 1.1044,              0.0011554,              0.0011554,              0.0011554
                     95,                 0.7707,                0.69819,                 1.3608,                0.74458,                0.61105,                0.55153,                0.36028,                0.93092,                  1.083,                 1.0041,              0.0011499,              0.0011499,              0.0011499
                     96,                0.75195,                0.66305,                 1.3442,                0.91211,                0.49367,                0.49611,                 0.3556,                 1.0708,                 1.0478,                 1.1483,              0.0011444,              0.0011444,              0.0011444
                     97,                0.70742,                0.62426,                 1.3388,                0.36129,                    0.5,                0.47462,                 0.3776,                0.90359,                0.98469,                0.99686,              0.0011389,              0.0011389,              0.0011389
                     98,                 0.7562,                0.66366,                 1.3347,                0.91059,                    0.5,                0.45503,                0.38204,                0.91837,                 0.9144,                 1.0409,              0.0011334,              0.0011334,              0.0011334
                     99,                0.73484,                0.64826,                 1.3482,                0.91194,                    0.5,                 0.4644,                0.38698,                 0.8999,                0.87097,                 1.0465,              0.0011279,              0.0011279,              0.0011279
                    100,                0.73861,                0.64855,                 1.3402,                0.89982,                0.48684,                0.43655,                0.32378,                 1.0178,                 1.0206,                 1.0703,              0.0011224,              0.0011224,              0.0011224
                    101,                 0.7681,                0.67856,                 1.3296,                0.50597,                  0.625,                0.47282,                0.34604,                0.95819,                0.97801,                 1.0234,              0.0011169,              0.0011169,              0.0011169
                    102,                0.76867,                0.68606,                  1.363,                0.70143,                  0.625,                 0.5675,                0.41659,                0.85308,                0.81364,                0.97844,              0.0011114,              0.0011114,              0.0011114
                    103,                0.75676,                0.67285,                 1.3536,                0.71927,                  0.625,                0.57943,                0.41313,                 0.9073,                0.89369,                 1.0173,              0.0011059,              0.0011059,              0.0011059
                    104,                0.76323,                0.66728,                 1.3626,                0.90354,                    0.5,                  0.438,                0.34864,                0.86101,                0.95338,                0.99579,              0.0011004,              0.0011004,              0.0011004
                    105,                0.73453,                0.66745,                 1.3497,                0.89162,                    0.5,                0.45997,                0.36275,                0.88003,                 1.0515,                 1.0127,              0.0010949,              0.0010949,              0.0010949
                    106,                0.74812,                0.64336,                 1.3547,                0.91076,                    0.5,                0.45135,                0.37313,                0.82331,                0.81703,                0.95834,              0.0010894,              0.0010894,              0.0010894
                    107,                0.73119,                0.67543,                 1.3514,                0.90745,                0.47368,                0.51917,                0.40053,                0.97399,                 1.0863,                 1.0674,              0.0010839,              0.0010839,              0.0010839
                    108,                0.75414,                0.68798,                 1.3545,                0.70163,                  0.625,                0.58416,                0.41535,                0.88502,                0.87803,                 0.9486,              0.0010784,              0.0010784,              0.0010784
                    109,                0.78294,                0.68734,                 1.3572,                0.62697,                 0.5625,                0.53879,                0.40809,                0.85447,                0.93806,                0.95733,              0.0010729,              0.0010729,              0.0010729
                    110,                0.72008,                0.65479,                 1.3223,                0.91136,                0.48684,                0.49727,                0.39098,                0.83219,                0.86513,                0.97135,              0.0010674,              0.0010674,              0.0010674
                    111,                0.71151,                0.61122,                 1.3487,                0.55276,                 0.5638,                0.52042,                0.38723,                0.87044,                0.82619,                 1.0033,              0.0010619,              0.0010619,              0.0010619
                    112,                 0.7406,                0.63292,                 1.3594,                 0.9018,                    0.5,                0.50871,                0.36093,                0.87834,                0.98089,                0.96896,              0.0010564,              0.0010564,              0.0010564
                    113,                0.74084,                 0.6428,                 1.3476,                0.52837,                 0.5625,                0.49324,                0.37476,                0.86409,                 0.8389,                0.97823,              0.0010509,              0.0010509,              0.0010509
                    114,                0.71684,                0.64825,                 1.3056,                0.91211,                    0.5,                0.47215,                0.38127,                0.80468,                0.79746,                0.93184,              0.0010454,              0.0010454,              0.0010454
                    115,                0.75333,                0.65539,                 1.3137,                0.91025,                    0.5,                0.48953,                0.40472,                0.83902,                 0.8171,                0.96754,              0.0010399,              0.0010399,              0.0010399
                    116,                 0.7167,                0.62596,                 1.3171,                0.54201,                  0.625,                0.54501,                0.41884,                0.86131,                0.85255,                0.96255,              0.0010344,              0.0010344,              0.0010344
                    117,                0.71122,                 0.5998,                 1.3407,                0.75448,                  0.625,                0.60392,                 0.4572,                0.94693,                0.84096,                0.99871,              0.0010289,              0.0010289,              0.0010289
                    118,                0.68606,                0.62774,                  1.319,                0.86113,                  0.625,                0.58369,                0.43557,                 0.8295,                0.84129,                0.92258,              0.0010234,              0.0010234,              0.0010234
                    119,                 0.7022,                0.58944,                 1.3238,                0.43462,                 0.5625,                0.48598,                0.38739,                0.87262,                0.91301,                0.95703,              0.0010179,              0.0010179,              0.0010179
                    120,                0.70008,                0.61384,                  1.308,                0.91145,                    0.5,                0.47915,                0.39779,                0.84991,                0.92543,                0.94245,              0.0010124,              0.0010124,              0.0010124
                    121,                0.72697,                 0.6032,                 1.3212,                0.64543,                 0.5625,                0.52775,                0.41056,                0.89822,                0.89747,                0.96594,              0.0010069,              0.0010069,              0.0010069
                    122,                0.68482,                0.61481,                 1.2933,                0.47855,                  0.625,                 0.5397,                0.41567,                0.85585,                0.89181,                0.94357,              0.0010014,              0.0010014,              0.0010014
                    123,                0.71889,                0.64256,                 1.3286,                0.50203,                  0.625,                 0.5608,                 0.4028,                 0.8728,                0.91665,                0.94077,             0.00099587,             0.00099587,             0.00099587
                    124,                  0.675,                0.56732,                 1.3247,                0.57793,                  0.625,                0.55563,                0.39414,                0.99328,                0.99689,                 1.0069,             0.00099036,             0.00099036,             0.00099036
                    125,                0.70664,                0.61542,                 1.3284,                0.56926,                  0.625,                0.53782,                0.38682,                0.95397,                0.92981,                0.99667,             0.00098486,             0.00098486,             0.00098486
                    126,                0.71733,                 0.6306,                 1.3214,                0.65613,                  0.625,                0.56734,                0.41157,                0.91654,                0.84272,                0.97454,             0.00097936,             0.00097936,             0.00097936
                    127,                0.70972,                0.61807,                 1.3047,                0.55222,                  0.625,                0.58222,                 0.4059,                0.87198,                0.81925,                0.94721,             0.00097386,             0.00097386,             0.00097386
                    128,                0.72265,                0.61214,                 1.3089,                0.90233,                    0.5,                0.48364,                0.39925,                0.84759,                0.98879,                0.97034,             0.00096836,             0.00096836,             0.00096836
                    129,                 0.7148,                0.62234,                  1.293,                0.58782,                  0.625,                0.55548,                0.40811,                0.82513,                0.87182,                0.96926,             0.00096286,             0.00096286,             0.00096286
                    130,                0.73376,                0.62064,                 1.3076,                0.90359,                    0.5,                0.47682,                0.37088,                0.83797,                0.87008,                0.97432,             0.00095736,             0.00095736,             0.00095736
                    131,                0.69887,                0.60174,                 1.2858,                0.57572,                0.60545,                0.57389,                0.40537,                0.86455,                0.99477,                0.98425,             0.00095186,             0.00095186,             0.00095186
                    132,                0.72981,                0.64354,                 1.3314,                 0.8983,                0.68649,                0.62974,                0.42546,                0.81571,                0.88333,                0.98044,             0.00094636,             0.00094636,             0.00094636
                    133,                0.70427,                0.58649,                 1.3287,                0.60041,                  0.625,                0.55552,                0.40626,                0.84215,                0.90233,                0.94335,             0.00094085,             0.00094085,             0.00094085
                    134,                0.72379,                 0.6411,                 1.3334,                0.79805,                  0.625,                0.60173,                0.40897,                0.87468,                0.89282,                 0.9416,             0.00093535,             0.00093535,             0.00093535
                    135,                 0.7236,                0.63671,                  1.306,                0.68044,                0.63441,                0.59281,                0.41529,                0.86926,                0.91767,                0.94658,             0.00092985,             0.00092985,             0.00092985
                    136,                 0.6969,                0.60267,                 1.3109,                0.63682,                  0.625,                0.57416,                0.43483,                0.88495,                0.93166,                0.99743,             0.00092435,             0.00092435,             0.00092435
                    137,                0.71264,                0.60774,                 1.3041,                0.57015,                 0.6875,                0.64166,                 0.4331,                0.82422,                0.91302,                0.94945,             0.00091885,             0.00091885,             0.00091885
                    138,                0.69294,                0.57831,                 1.3036,                0.37816,                    0.5,                0.47579,                0.38764,                0.92174,                0.94186,                0.99111,             0.00091335,             0.00091335,             0.00091335
                    139,                0.67356,                0.58941,                 1.3067,                0.91025,                    0.5,                0.50533,                0.38893,                0.92112,                0.95527,                0.97201,             0.00090785,             0.00090785,             0.00090785
                    140,                0.67817,                0.61884,                 1.2944,                0.64813,                0.63674,                0.59765,                0.44532,                0.87555,                0.83391,                0.98504,             0.00090235,             0.00090235,             0.00090235
                    141,                 0.6984,                0.62574,                 1.3072,                0.83704,                  0.625,                0.61104,                0.42188,                0.88226,                0.90616,                0.98303,             0.00089685,             0.00089685,             0.00089685
                    142,                0.70017,                0.61053,                 1.2994,                0.79323,                  0.625,                 0.6015,                0.43365,                0.83317,                0.83808,                0.97258,             0.00089134,             0.00089134,             0.00089134
                    143,                0.70725,                0.57942,                 1.3193,                0.90882,                    0.5,                0.48535,                0.40003,                0.89463,                0.89597,                 1.0076,             0.00088584,             0.00088584,             0.00088584
                    144,                0.69239,                0.60654,                 1.2978,                0.64974,                 0.5625,                0.56389,                0.38984,                0.90799,                0.99848,                0.97274,             0.00088034,             0.00088034,             0.00088034
                    145,                0.65938,                0.59246,                 1.2891,                0.55235,                0.57767,                0.51945,                0.39923,                0.80791,                0.89897,                0.91831,             0.00087484,             0.00087484,             0.00087484
                    146,                  0.656,                0.57994,                  1.285,                0.77108,                 0.5625,                0.52598,                0.42074,                0.86304,                0.86661,                0.95938,             0.00086934,             0.00086934,             0.00086934
                    147,                0.70529,                0.62484,                 1.3026,                0.81164,                 0.6875,                0.65195,                0.44526,                0.87548,                0.83791,                0.97664,             0.00086384,             0.00086384,             0.00086384
                    148,                0.68378,                0.60816,                 1.2956,                0.67728,                 0.6875,                0.59974,                0.41099,                0.85504,                0.80957,                0.95683,             0.00085834,             0.00085834,             0.00085834
                    149,                0.68264,                   0.57,                 1.2954,                0.54012,                 0.5625,                0.53936,                0.39343,                0.85394,                0.90125,                0.98211,             0.00085284,             0.00085284,             0.00085284
                    150,                  0.656,                0.56143,                 1.2872,                0.58626,                 0.5625,                0.52174,                0.43387,                0.86208,                0.89726,                 0.9817,             0.00084734,             0.00084734,             0.00084734
                    151,                0.66515,                0.56437,                 1.2928,                0.91011,                    0.5,                0.47633,                0.39521,                0.89515,                0.90029,                0.99358,             0.00084184,             0.00084184,             0.00084184
                    152,                0.66595,                0.57473,                 1.2762,                0.82029,                  0.625,                0.59001,                0.40716,                0.86054,                0.88666,                0.97652,             0.00083633,             0.00083633,             0.00083633
                    153,                0.67677,                0.58369,                 1.2859,                0.84453,                  0.625,                0.62161,                 0.4315,                0.84302,                0.82984,                0.94354,             0.00083083,             0.00083083,             0.00083083
                    154,                0.69321,                0.59216,                 1.2845,                0.56256,                 0.5625,                0.50747,                0.41515,                0.79409,                0.86191,                0.92577,             0.00082533,             0.00082533,             0.00082533
