                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                0.81678,                0.77547,                 1.4154,                0.88652,                    0.5,                0.42885,                 0.3611,                 1.0901,                  1.141,                 1.8272,               0.001425,               0.001425,               0.001425
                     46,                 0.8003,                0.78239,                 1.4187,                0.88725,                    0.5,                0.44479,                0.38954,                0.91561,                 1.0012,                 1.5732,              0.0014195,              0.0014195,              0.0014195
                     47,                0.81122,                0.81762,                 1.4108,                0.88509,                    0.5,                0.43627,                0.33587,                  1.089,                 1.2629,                 1.7544,              0.0014139,              0.0014139,              0.0014139
                     48,                0.78538,                 0.7372,                 1.4146,                0.88748,                    0.5,                 0.4535,                0.35151,                 1.1191,                 1.0745,                 1.6911,              0.0014084,              0.0014084,              0.0014084
                     49,                0.80727,                0.78457,                 1.4322,                0.88502,                0.48469,                0.41294,                0.32052,                 1.0716,                 1.1356,                 1.6629,              0.0014029,              0.0014029,              0.0014029
                     50,                0.78736,                0.76538,                 1.3942,                0.91128,                0.42705,                 0.4484,                0.26799,                 1.6796,                 1.4872,                 2.6124,              0.0013974,              0.0013974,              0.0013974
                     51,                 0.8369,                0.81951,                 1.4225,                 0.8844,                    0.5,                0.42926,                0.34372,                0.97216,                 1.0623,                 1.5419,              0.0013919,              0.0013919,              0.0013919
                     52,                0.79582,                0.76375,                 1.3987,                0.88696,                    0.5,                0.44236,                0.38196,                0.95103,                0.96104,                 1.6545,              0.0013864,              0.0013864,              0.0013864
                     53,                0.78838,                  0.778,                 1.4069,                0.88386,                0.47844,                0.45049,                0.34573,                 1.1435,                 1.1395,                 1.8376,              0.0013809,              0.0013809,              0.0013809
                     54,                0.76014,                 0.7269,                 1.3774,                 0.8945,                0.49208,                0.42343,                0.31918,                 1.1575,                 1.1175,                 1.7552,              0.0013754,              0.0013754,              0.0013754
                     55,                0.76769,                0.73152,                 1.4109,                0.87883,                0.49371,                  0.451,                0.33213,                 1.1661,                 1.1164,                 1.7765,              0.0013699,              0.0013699,              0.0013699
                     56,                0.81168,                0.76322,                 1.4252,                0.88736,                    0.5,                0.41765,                0.32339,                 1.1105,                 1.1117,                 1.7723,              0.0013644,              0.0013644,              0.0013644
                     57,                0.79586,                0.72676,                 1.4099,                0.90401,                0.49846,                0.44036,                0.34001,                 1.0821,                 1.0457,                 1.6761,              0.0013589,              0.0013589,              0.0013589
                     58,                 0.7685,                0.71504,                  1.402,                0.87877,                0.49342,                0.43704,                0.35098,                0.95614,                 1.0889,                 1.5399,              0.0013534,              0.0013534,              0.0013534
                     59,                0.75689,                0.71176,                 1.3685,                0.89574,                0.49943,                0.40976,                0.28888,                 1.1832,                 1.2427,                 1.8664,              0.0013479,              0.0013479,              0.0013479
                     60,                0.74622,                0.73295,                 1.3613,                0.43368,                 0.5625,                0.44221,                0.31894,                 1.1001,                 1.0321,                 1.6226,              0.0013424,              0.0013424,              0.0013424
                     61,                0.77558,                0.72678,                 1.3725,                0.89735,                    0.5,                0.45503,                0.37055,                0.93425,                 1.1122,                 1.5426,              0.0013369,              0.0013369,              0.0013369
                     62,                0.78499,                0.75174,                 1.3783,                0.88927,                    0.5,                0.44907,                0.37316,                0.93119,                 1.0184,                 1.5664,              0.0013314,              0.0013314,              0.0013314
